	Cmb_Num	Cmb_ID	CC_A	CC_B	Cmb_Rare	Res	Res_Rare	BA_0O	BA_1O	BA_2O	BD_0O	BD_1O	BD_2O
	47,064	3,078	Angel	Parasite	3	Crying Angel	4	14	14	17	9	9	12
	47,065	3,079	Angel	Pirate	3	Feisty Figurehead	3	17	20	22	2	5	7
	47,066	3,081	Angel	Pocket Pet	3	Luckymon	3	13	16	18	7	10	12
	47,067	3,083	Angel	Portal	3	Crying Angel	4	14	14	17	9	9	12
	47,068	3,084	Angel	Precious Ring Lore	3	Arch Mage	3	14	17	19	5	8	10
	47,069	3,085	Angel	Prehistoric	2	Ancient Ark	3	8	11	13	8	11	13
	47,07	3,086	Angel	Psychic	3	Angel of Wrath	3	12	15	17	3	6	8
	47,071	3,087	Angel	Radiation	1	Angelic Mutant	3	15	18	20	5	8	10
	47,072	3,089	Angel	Relic	3	Ancient Ark	3	8	11	13	8	11	13
	47,073	3,09	Angel	Reptile	3	Devil	3	10	13	15	7	10	12
	47,074	3,092	Angel	Rodent	3	Fairy Godmouse	4	7	7	10	16	16	19
	47,075	3,095	Angel	Sci-Fi	3	Crying Angel	4	14	14	17	9	9	12
	47,076	3,097	Angel	Shrine	3	Majestic Miko	4	15	15	18	10	10	13
	47,077	3,098	Angel	Sidekick	3	Guardian Angel	3	2	5	7	14	17	19
	47,078	3,1	Angel	Snake	1	Devil	3	10	13	15	7	10	12
	47,079	3,101	Angel	Space	3	Heavens	4	0	0	3	20	20	23
	47,08	3,102	Angel	Speed	3	Crying Angel	4	14	14	17	9	9	12
	47,081	3,103	Angel	Spirit	3	Heavens	4	0	0	3	20	20	23
	47,082	3,104	Angel	Sports	3	Underdog Story	3	17	20	22	2	5	7
	47,083	3,105	Angel	Spy	3	Conscience	3	13	16	18	7	10	12
	47,084	3,106	Angel	Strength	3	Valkyrie	3	11	14	16	9	12	14
	47,085	3,107	Angel	Summertide	3	Going Overboard	4	18	18	21	5	5	8
	47,086	3,109	Angel	Superhero	2	Arch Angel	3	9	12	14	9	12	14
	47,087	3,11	Angel	Sweets	3	Angel Food Cake	3	11	14	16	4	7	9
	47,088	3,111	Angel	Sword	2	Arch Angel	3	9	12	14	9	12	14
	47,089	3,113	Angel	Time	3	Dark Angel	3	10	13	15	6	9	11
	47,09	3,114	Angel	Toy	3	Doll	4	16	16	19	6	6	9
	47,091	3,115	Angel	Tree	1	Feisty Figurehead	3	17	20	22	2	5	7
	47,092	3,116	Angel	Trident	1	Poseidon	2	8	13	15	6	11	13
	47,093	3,117	Angel	Turkey Day	3	Turkey	3	9	12	14	8	11	13
	47,094	3,118	Angel	Turtle	3	Flying Trooper	3	10	13	15	7	10	12
	47,095	3,12	Angel	Underground	3	Devil	3	10	13	15	7	10	12
	47,096	3,121	Angel	Underwater	3	Angelfish	3	4	7	9	12	15	17
	47,097	3,124	Angel	Viking	3	Valkyrie	3	11	14	16	9	12	14
	47,098	3,125	Angel	Villain	3	Devil	3	10	13	15	7	10	12
	47,099	3,126	Angel	Void	2	Dark Angel	3	10	13	15	6	9	11
	47,1	3,127	Angel	War	3	Valkyrie	3	11	14	16	9	12	14
	47,101	3,128	Angel	Water	1	Snow Angel	3	8	11	13	10	13	15
	47,102	3,13	Angel	Wealth	3	Angel of Valor	4	15	15	18	10	10	13
	47,103	3,131	Angel	Weapon	3	Valkyrie	3	11	14	16	9	12	14
	47,104	3,133	Angel	Jungle	3	Dryad	3	4	7	9	10	13	15
	47,105	3,135	Angel	Wings	1	Seraphim	3	10	13	15	7	10	12
	47,106	3,136	Angel	Wintertide	3	Festive Coral	3	3	6	8	14	17	19
	57,004	4,005	Anger	Apocalypse	3	Family Reunion	3	16	19	21	2	5	7
	57,005	4,006	Anger	Arachnid	3	Scorpion Lord	4	13	13	16	12	12	15
	57,006	4,007	Anger	Arcade	3	Raging Gamer	4	18	18	21	7	7	10
	57,007	4,008	Anger	Ash	3	War God	3	9	12	14	9	12	14
	57,008	4,009	Anger	Atomic Aftermath	3	IrRAIDiators	4	19	19	22	6	6	9
	57,009	4,01	Anger	Bat	3	Furies	4	18	18	21	3	3	6
	57,01	4,011	Anger	Bear	3	Mama Bear	4	15	15	18	7	7	10
	57,011	4,012	Anger	Beauty	3	Angry Bride	3	13	16	18	7	10	12
	57,012	4,013	Anger	Bird	3	Raging Bird	3	12	15	17	2	5	7
	57,013	4,014	Anger	Blob	3	Negative Slime	3	11	14	16	6	9	11
	57,014	4,015	Anger	Blood	3	Bloodlust	3	12	15	17	7	10	12
	57,015	4,016	Anger	Bone	3	Gashadokuro	4	17	17	20	7	7	10
	57,016	4,017	Anger	Camouflage	3	Shifting Mutant	4	17	17	20	4	4	7
	57,017	4,018	Anger	Card	3	Queen of Hearts	4	15	15	18	8	8	11
	57,018	4,019	Anger	Cartoon	3	Disgruntled Beavers	3	9	12	14	7	10	12
	57,019	4,02	Anger	Cat	3	Cat and Mouse	3	15	18	20	5	8	10
	57,02	4,021	Anger	Celebration	3	Raging Gamer	4	18	18	21	7	7	10
	57,021	4,022	Anger	Chinchilla	3	Disgruntled Beavers	3	9	12	14	7	10	12
	57,022	4,023	Anger	Cursed	3	The Cursed Chosen	4	17	17	20	7	7	10
	57,023	4,024	Anger	Darkness	3	Puzzle Cube Head	4	17	17	20	8	8	11
	57,024	4,025	Anger	Death	3	Furies	4	18	18	21	3	3	6
	57,025	4,026	Anger	Demon	3	Demonic Elf	4	18	18	21	6	6	9
	57,026	4,027	Anger	Desert	3	Sekhmet	3	15	18	20	1	4	6
	57,027	4,028	Anger	Destruction	3	Raging Bird	3	12	15	17	2	5	7
	57,028	4,029	Anger	Dog	3	Werewolf	1	3	10	12	2	9	11
	57,029	4,03	Anger	Dragon	3	Malevolent	4	12	12	15	11	11	14
	57,03	4,031	Anger	Earth	3	Earthquake	1	8	15	17	0	7	9
	57,031	4,032	Anger	Elf	3	Demonic Elf	4	18	18	21	6	6	9
	57,032	4,033	Anger	Energy	3	Insidious Emperor	3	10	13	15	8	11	13
	57,033	4,034	Anger	Extraterrestrial	3	Cyborg Alien Mutant	3	10	13	15	5	8	10
	57,034	4,035	Anger	Fairy	3	Malevolent	4	12	12	15	11	11	14
	57,035	4,036	Anger	Fairy Tale	3	Queen of Hearts	4	15	15	18	8	8	11
	57,036	4,037	Anger	Fire	3	Fire Lord	4	13	13	16	8	8	11
	57,037	4,038	Anger	Fish	3	Naga Queen	3	13	16	18	4	7	9
	57,038	4,039	Anger	Food	3	Hangry	4	15	15	18	8	8	11
	57,039	4,04	Anger	Future Fight	3	Pillaging Plantlife	4	17	17	20	7	7	10
	57,04	4,041	Anger	Galaxy Wars	3	Insidious Emperor	3	10	13	15	8	11	13
	57,041	4,042	Anger	Giant	3	Gashadokuro	4	17	17	20	7	7	10
	57,042	4,043	Anger	Golem	3	Grouchy Monster	4	15	15	18	9	9	12
	57,043	4,045	Anger	Hammer	3	WMD	4	14	14	17	8	8	11
	57,044	4,046	Anger	Healing	3	Dark Sage Master	4	16	16	19	7	7	10
	57,045	4,047	Anger	Holidays	3	Pinch	4	14	14	17	9	9	12
	57,046	4,048	Anger	Holy Water	3	Armageddon	4	15	15	18	8	8	11
	57,047	4,049	Anger	Hopefulness	3	Masked Liberator	4	16	16	19	7	7	10
	57,048	4,05	Anger	Horn	3	Malevolent	4	12	12	15	11	11	14
	57,049	4,051	Anger	Horse	3	Apocalypse Rider	4	18	18	21	6	6	9
	57,05	4,052	Anger	Human	3	Angry Mob	3	10	13	15	9	12	14
	57,051	4,053	Anger	Hybrid	3	Cyborg Alien Mutant	3	10	13	15	5	8	10
	57,052	4,054	Anger	Ice	3	Cold Hearted	3	7	10	12	10	13	15
	57,053	4,055	Anger	Immortality	3	Sekhmet	3	15	18	20	1	4	6
	57,054	4,056	Anger	Insect	3	Wasp	2	9	14	16	2	7	9
	57,055	4,057	Anger	Invention	3	Alphatron	4	13	13	16	11	11	14
	57,056	4,058	Anger	Knight	3	Berserker	4	18	18	21	5	5	8
	57,057	4,059	Anger	Knowledge	3	Insidious Emperor	3	10	13	15	8	11	13
	57,058	4,06	Anger	Leader	3	Insidious Emperor	3	10	13	15	8	11	13
	57,059	4,061	Anger	Life	3	Cold Hearted	3	7	10	12	10	13	15
	57,06	4,062	Anger	Love	3	Green Eyed Monster	4	18	18	21	5	5	8
	57,061	4,063	Anger	Madness	3	Queen of Hearts	4	15	15	18	8	8	11
	57,062	4,064	Anger	Magic	3	Malevolent	4	12	12	15	11	11	14
	57,063	4,065	Anger	Martial Arts	3	Demonic Fighter	3	13	16	18	7	10	12
	57,064	4,066	Anger	Medieval	3	Angry Mob	3	10	13	15	9	12	14
	57,065	4,067	Anger	Metal	3	Alphatron	4	13	13	16	11	11	14
	57,066	4,068	Anger	Mind Control	3	Dark Space Lord	4	16	16	19	9	9	12
	57,067	4,069	Anger	Miniature	3	Protozoan Villain	3	17	20	22	1	4	6
	57,068	4,07	Anger	Monkey	3	Monkey Planet	4	7	7	10	14	14	17
	57,069	4,071	Anger	Monster	3	Grouchy Monster	4	15	15	18	9	9	12
	57,07	4,072	Anger	Moon	3	Blood Moon	4	14	14	17	8	8	11
	57,071	4,073	Anger	Multiples	3	Furies	4	18	18	21	3	3	6
	57,072	4,074	Anger	Music	3	Death Metal	1	7	14	16	0	7	9
	57,073	4,075	Anger	Mutation	3	Cyborg Alien Mutant	3	10	13	15	5	8	10
	57,074	4,076	Anger	Myth	3	Furies	4	18	18	21	3	3	6
	57,075	4,077	Anger	New Years	3	Beastly Nian	4	19	19	22	6	6	9
	57,076	4,078	Anger	Parasite	3	Negative Slime	3	11	14	16	6	9	11
	57,077	4,079	Anger	Pirate	3	Barrage	3	16	19	21	4	7	9
	57,078	4,08	Anger	Plant	3	Killer Vegetables	3	11	14	16	6	9	11
	57,079	4,081	Anger	Pocket Pet	3	Psychic Clone	3	16	19	21	4	7	9
	57,08	4,082	Anger	Poison	3	Wasp	2	9	14	16	2	7	9
	57,081	4,083	Anger	Portal	3	Fourth Wall Break	4	19	19	22	6	6	9
	57,082	4,084	Anger	Precious Ring Lore	3	Fiery Shadow Demon	4	17	17	20	8	8	11
	57,083	4,085	Anger	Prehistoric	3	Primeval Turtle	4	14	14	17	10	10	13
	57,084	4,086	Anger	Psychic	3	Dark Space Lord	4	16	16	19	9	9	12
	57,085	4,087	Anger	Radiation	3	Mutant Man	3	10	13	15	10	13	15
	57,086	4,089	Anger	Relic	3	Angel of Wrath	3	12	15	17	3	6	8
	57,087	4,09	Anger	Reptile	3	Turtle King	4	19	19	22	6	6	9
	57,088	4,091	Anger	Robot	3	Alphatron	4	13	13	16	11	11	14
	57,089	4,092	Anger	Rodent	3	Disgruntled Beavers	3	9	12	14	7	10	12
	57,09	4,093	Anger	Royal Game	3	Lady Revenant	3	15	18	20	0	3	5
	57,091	4,094	Anger	Royalty	3	Queen of Hearts	4	15	15	18	8	8	11
	57,092	4,095	Anger	Sci-Fi	3	Dark Space Lord	4	16	16	19	9	9	12
	57,093	4,096	Anger	Science	3	Alphatron	4	13	13	16	11	11	14
	57,094	4,098	Anger	Sidekick	3	Dark Space Lord	4	16	16	19	9	9	12
	57,095	4,1	Anger	Snake	3	Furies	4	18	18	21	3	3	6
	57,096	4,101	Anger	Space	3	Dark Space Lord	4	16	16	19	9	9	12
	57,097	4,102	Anger	Speed	3	Road Rage	4	13	13	16	8	8	11
	57,098	4,103	Anger	Spirit	3	Negative Slime	3	11	14	16	6	9	11
	57,099	4,104	Anger	Sports	3	Faster Furious Racer	3	10	13	15	6	9	11
	57,1	4,105	Anger	Spy	3	Jack Anger	4	15	15	18	7	7	10
	57,101	4,106	Anger	Strength	3	Berserker	4	18	18	21	5	5	8
	57,102	4,107	Anger	Summertide	3	Family Reunion	3	16	19	21	2	5	7
	57,103	4,108	Anger	Sun	3	Talos	4	17	17	20	7	7	10
	57,104	4,109	Anger	Superhero	3	Mutant Man	3	10	13	15	10	13	15
	57,105	4,11	Anger	Sweets	3	Sugar Demon	4	18	18	21	7	7	10
	57,106	4,111	Anger	Sword	3	Angry Bride	3	13	16	18	7	10	12
	57,107	4,112	Anger	The Chosen One	3	Swarm Queen	3	12	15	17	6	9	11
	57,108	4,113	Anger	Time	3	Vengeful Spirit	3	13	16	18	7	10	12
	57,109	4,114	Anger	Toy	3	Raging Gamer	4	18	18	21	7	7	10
	57,11	4,115	Anger	Tree	3	Disgruntled Beavers	3	9	12	14	7	10	12
	57,111	4,116	Anger	Trident	3	Angry Mob	3	10	13	15	9	12	14
	57,112	4,117	Anger	Turkey Day	3	Hangry	4	15	15	18	8	8	11
	57,113	4,118	Anger	Turtle	3	Turtle King	4	19	19	22	6	6	9
	57,114	4,119	Anger	Undead	3	Vengeful Spirit	3	13	16	18	7	10	12
	57,115	4,12	Anger	Underground	3	Furies	4	18	18	21	3	3	6
	57,116	4,121	Anger	Underwater	3	Davy Jones	4	13	13	16	10	10	13
	57,117	4,122	Anger	Vampire	3	Dracula	3	8	11	13	7	10	12
	57,118	4,123	Anger	Vehicle	3	Road Rage	4	13	13	16	8	8	11
	57,119	4,124	Anger	Viking	3	Berserker	4	18	18	21	5	5	8
	57,12	4,125	Anger	Villain	3	Dark Space Lord	4	16	16	19	9	9	12
	57,121	4,126	Anger	Void	3	Demonic Elf	4	18	18	21	6	6	9
	57,122	4,127	Anger	War	3	War God	3	9	12	14	9	12	14
	57,123	4,128	Anger	Water	3	Maelstrom	4	10	10	13	10	10	13
	57,124	4,129	Anger	Water Serpent	3	Naga Queen	3	13	16	18	4	7	9
	57,125	4,13	Anger	Wealth	3	Black Friday	4	13	13	16	12	12	15
	57,126	4,131	Anger	Weapon	3	Demonic Elf	4	18	18	21	6	6	9
	57,127	4,132	Anger	Werewolf	3	Bloodlust	3	12	15	17	7	10	12
	57,128	4,133	Anger	Jungle	3	Mama Bear	4	15	15	18	7	7	10
	57,129	4,134	Anger	Wind	3	Cyclone	4	12	12	15	9	9	12
	57,13	4,135	Anger	Wings	3	Angel of Wrath	3	12	15	17	3	6	8
	57,131	4,136	Anger	Wintertide	3	Holiday Blockbuster	4	17	17	20	7	7	10
	57,132	4,137	Anger	Wizard	3	Insidious Emperor	3	10	13	15	8	11	13
	57,133	4,138	Anger	Wizarding School	3	Austrian Spiketrail	4	14	14	17	8	8	11
	57,134	4,139	Anger	Wolf	3	Werewolf	1	3	10	12	2	9	11
	67,005	5,006	Apocalypse	Arachnid	3	Multiversal Web	4	13	13	16	8	8	11
	67,006	5,007	Apocalypse	Arcade	3	Alien Intruders	3	8	11	13	8	11	13
	67,007	5,008	Apocalypse	Ash	3	Armageddon	4	15	15	18	8	8	11
	67,008	5,009	Apocalypse	Atomic Aftermath	3	Main Character Mutt	4	13	13	16	11	11	14
	67,009	5,01	Apocalypse	Bat	3	Vampire Boogie Man	4	13	13	16	10	10	13
	67,01	5,011	Apocalypse	Bear	3	Adventure Kid	4	13	13	16	12	12	15
	67,011	5,012	Apocalypse	Beauty	3	Angel Of War	4	15	15	18	8	8	11
	67,012	5,013	Apocalypse	Bird	3	Boneyard	3	8	11	13	7	10	12
	67,013	5,014	Apocalypse	Blob	3	Sewer Mutants	3	9	12	14	7	10	12
	67,014	5,015	Apocalypse	Blood	3	Blood Angel	4	15	15	18	9	9	12
	67,015	5,016	Apocalypse	Bone	3	Boneyard	3	8	11	13	7	10	12
	67,016	5,017	Apocalypse	Camouflage	3	Death Ray	4	19	19	22	2	2	5
	67,017	5,019	Apocalypse	Cartoon	3	Polaris Knuckles	4	16	16	19	9	9	12
	67,018	5,021	Apocalypse	Celebration	3	Bomb Shelter	4	0	0	3	23	23	26
	67,019	5,022	Apocalypse	Chinchilla	3	Chinchilla Raider	3	14	17	19	3	6	8
	67,02	5,023	Apocalypse	Cursed	3	Pandora's Box	4	14	14	17	10	10	13
	67,021	5,024	Apocalypse	Darkness	3	Fungi King	4	16	16	19	7	7	10
	67,022	5,025	Apocalypse	Death	3	Black Death	4	16	16	19	6	6	9
	67,023	5,026	Apocalypse	Demon	3	Commander of Sin	3	10	13	15	6	9	11
	67,024	5,027	Apocalypse	Desert	3	Desert Pirate	4	16	16	19	5	5	8
	67,025	5,028	Apocalypse	Destruction	3	Titan of Destruction	4	14	14	17	11	11	14
	67,026	5,029	Apocalypse	Dog	3	Vampire Boogie Man	4	13	13	16	10	10	13
	67,027	5,03	Apocalypse	Dragon	3	Plague Dragon	4	11	11	14	10	10	13
	67,028	5,031	Apocalypse	Earth	3	World Eater	3	14	17	19	6	9	11
	67,029	5,032	Apocalypse	Elf	3	Big Mojo	4	20	20	23	4	4	7
	67,03	5,033	Apocalypse	Energy	3	Human Battery	4	13	13	16	10	10	13
	67,031	5,034	Apocalypse	Extraterrestrial	3	Alien Sorceress	3	16	19	21	4	7	9
	67,032	5,036	Apocalypse	Fairy Tale	3	Wind Princess	4	5	5	8	18	18	21
	67,033	5,037	Apocalypse	Fire	3	Armageddon	4	15	15	18	8	8	11
	67,034	5,038	Apocalypse	Fish	3	Mutated Fish	3	8	11	13	7	10	12
	67,035	5,039	Apocalypse	Food	3	World Eater	3	14	17	19	6	9	11
	67,036	5,04	Apocalypse	Future Fight	3	Void Hammer	3	19	22	24	1	4	6
	67,037	5,041	Apocalypse	Galaxy Wars	3	Death Ray	4	19	19	22	2	2	5
	67,038	5,042	Apocalypse	Giant	3	Smog Horror	4	17	17	20	7	7	10
	67,039	5,043	Apocalypse	Golem	3	Crying Angel	4	14	14	17	9	9	12
	67,04	5,044	Apocalypse	Halloween	3	Zombie Outbreak	4	16	16	19	7	7	10
	67,041	5,045	Apocalypse	Hammer	3	WMD	4	14	14	17	8	8	11
	67,042	5,047	Apocalypse	Holidays	3	Family Reunion	3	16	19	21	2	5	7
	67,043	5,048	Apocalypse	Holy Water	3	Apocalypse Doctrine	4	12	12	15	9	9	12
	67,044	5,049	Apocalypse	Hopefulness	3	Masked Liberator	4	16	16	19	7	7	10
	67,045	5,05	Apocalypse	Horn	3	Horn of Winter	3	15	18	20	3	6	8
	67,046	5,051	Apocalypse	Horse	3	Apocalypse Rider	4	18	18	21	6	6	9
	67,047	5,052	Apocalypse	Human	3	Apocalypse Doctrine	4	12	12	15	9	9	12
	67,048	5,053	Apocalypse	Hybrid	3	Cybernetic Humans	3	12	15	17	5	8	10
	67,049	5,054	Apocalypse	Ice	3	Ice Age	4	13	13	16	10	10	13
	67,05	5,055	Apocalypse	Immortality	3	Decimation	4	15	15	18	10	10	13
	67,051	5,056	Apocalypse	Insect	3	Wind Princess	4	5	5	8	18	18	21
	67,052	5,057	Apocalypse	Invention	3	Gray Goo	4	18	18	21	6	6	9
	67,053	5,058	Apocalypse	Knight	3	Gas Mask Soldier	4	13	13	16	12	12	15
	67,054	5,059	Apocalypse	Knowledge	3	Apocalypse Doctrine	4	12	12	15	9	9	12
	67,055	5,06	Apocalypse	Leader	3	Battle Prodigy	4	14	14	17	8	8	11
	67,056	5,061	Apocalypse	Life	3	Cryosleep	4	15	15	18	9	9	12
	67,057	5,062	Apocalypse	Love	3	Family Reunion	3	16	19	21	2	5	7
	67,058	5,063	Apocalypse	Madness	3	Family Reunion	3	16	19	21	2	5	7
	67,059	5,064	Apocalypse	Magic	3	Pandora's Box	4	14	14	17	10	10	13
	67,06	5,065	Apocalypse	Martial Arts	3	Polaris Knuckles	4	16	16	19	9	9	12
	67,061	5,066	Apocalypse	Medieval	3	Black Death	4	16	16	19	6	6	9
	67,062	5,067	Apocalypse	Metal	3	Alphatron	4	13	13	16	11	11	14
	67,063	5,068	Apocalypse	Mind Control	3	Titan of Death	4	12	12	15	10	10	13
	67,064	5,069	Apocalypse	Miniature	3	Gray Goo	4	18	18	21	6	6	9
	67,065	5,07	Apocalypse	Monkey	3	Monkey Planet	4	7	7	10	14	14	17
	67,066	5,071	Apocalypse	Monster	3	Vampire Boogie Man	4	13	13	16	10	10	13
	67,067	5,072	Apocalypse	Moon	3	Doomsday Omen	3	13	16	18	7	10	12
	67,068	5,073	Apocalypse	Multiples	3	Zombie Outbreak	4	16	16	19	7	7	10
	67,069	5,074	Apocalypse	Music	3	Horn of Winter	3	15	18	20	3	6	8
	67,07	5,075	Apocalypse	Mutation	3	Decimation	4	15	15	18	10	10	13
	67,071	5,076	Apocalypse	Myth	3	Pandora's Box	4	14	14	17	10	10	13
	67,072	5,077	Apocalypse	New Years	3	Apocalyptic Bug	4	17	17	20	5	5	8
	67,073	5,078	Apocalypse	Parasite	3	Parasitic Bioweapon	3	10	13	15	7	10	12
	67,074	5,079	Apocalypse	Pirate	3	Off the Map	4	18	18	21	5	5	8
	67,075	5,08	Apocalypse	Plant	3	Wind Princess	4	5	5	8	18	18	21
	67,076	5,081	Apocalypse	Pocket Pet	3	Atomic Burrito	4	20	20	23	2	2	5
	67,077	5,082	Apocalypse	Poison	3	Poison Cloud	3	16	19	21	0	3	5
	67,078	5,083	Apocalypse	Portal	3	Titan of Death	4	12	12	15	10	10	13
	67,079	5,084	Apocalypse	Precious Ring Lore	3	Ring Lord	4	18	18	21	6	6	9
	67,08	5,085	Apocalypse	Prehistoric	3	Meteor	2	15	20	22	0	5	7
	67,081	5,087	Apocalypse	Radiation	3	Bomb Shelter	4	0	0	3	23	23	26
	67,082	5,088	Apocalypse	Rainbow	3	Nuclear Wintertide	4	14	14	17	10	10	13
	67,083	5,089	Apocalypse	Relic	3	Horn of Winter	3	15	18	20	3	6	8
	67,084	5,09	Apocalypse	Reptile	3	Doomsday Omen	3	13	16	18	7	10	12
	67,085	5,091	Apocalypse	Robot	3	Gray Goo	4	18	18	21	6	6	9
	67,086	5,092	Apocalypse	Rodent	3	Chinchilla Raider	3	14	17	19	3	6	8
	67,087	5,093	Apocalypse	Royal Game	3	Horn of Winter	3	15	18	20	3	6	8
	67,088	5,094	Apocalypse	Royalty	3	Swarm Queen	3	12	15	17	6	9	11
	67,089	5,095	Apocalypse	Sci-Fi	3	Battle Prodigy	4	14	14	17	8	8	11
	67,09	5,096	Apocalypse	Science	3	Gray Goo	4	18	18	21	6	6	9
	67,091	5,097	Apocalypse	Shrine	3	Doom Temple	3	15	18	20	4	7	9
	67,092	5,098	Apocalypse	Sidekick	3	Main Character Mutt	4	13	13	16	11	11	14
	67,093	5,099	Apocalypse	Sleep	3	Cthulhu	3	7	10	12	10	13	15
	67,094	5,1	Apocalypse	Snake	3	Doomsday Omen	3	13	16	18	7	10	12
	67,095	5,101	Apocalypse	Space	3	Meteor	2	15	20	22	0	5	7
	67,096	5,102	Apocalypse	Speed	3	Desert Pirate	4	16	16	19	5	5	8
	67,097	5,103	Apocalypse	Spirit	3	Pandora's Box	4	14	14	17	10	10	13
	67,098	5,104	Apocalypse	Sports	3	Faster Furious Racer	3	10	13	15	6	9	11
	67,099	5,105	Apocalypse	Spy	3	Impossible Mission	4	17	17	20	9	9	12
	67,1	5,106	Apocalypse	Strength	3	Bahamut	4	7	7	10	14	14	17
	67,101	5,107	Apocalypse	Summertide	3	Returning Reality	3	8	11	13	7	10	12
	67,102	5,108	Apocalypse	Sun	3	Polaris Knuckles	4	16	16	19	9	9	12
	67,103	5,109	Apocalypse	Superhero	3	Zombie Hunter	4	13	13	16	11	11	14
	67,104	5,11	Apocalypse	Sweets	3	Candy Nation	4	2	2	5	19	19	22
	67,105	5,111	Apocalypse	Sword	3	Apocalypse Doctrine	4	12	12	15	9	9	12
	67,106	5,112	Apocalypse	The Chosen One	3	Polaris Knuckles	4	16	16	19	9	9	12
	67,107	5,113	Apocalypse	Time	3	D-3000	4	12	12	15	11	11	14
	67,108	5,114	Apocalypse	Toy	3	Raging Gamer	4	18	18	21	7	7	10
	67,109	5,115	Apocalypse	Tree	3	Wind Princess	4	5	5	8	18	18	21
	67,11	5,116	Apocalypse	Trident	3	Alien Prophet	4	14	14	17	9	9	12
	67,111	5,117	Apocalypse	Turkey Day	3	Family Reunion	3	16	19	21	2	5	7
	67,112	5,118	Apocalypse	Turtle	3	Doomsday Omen	3	13	16	18	7	10	12
	67,113	5,119	Apocalypse	Undead	3	Zombie Outbreak	4	16	16	19	7	7	10
	67,114	5,12	Apocalypse	Underground	3	Bomb Shelter	4	0	0	3	23	23	26
	67,115	5,121	Apocalypse	Underwater	3	The Mariner	3	10	13	15	6	9	11
	67,116	5,122	Apocalypse	Vampire	3	Vampire Boogie Man	4	13	13	16	10	10	13
	67,117	5,123	Apocalypse	Vehicle	3	Desert Pirate	4	16	16	19	5	5	8
	67,118	5,124	Apocalypse	Viking	3	Ragnarok And Roll	4	16	16	19	10	10	13
	67,119	5,125	Apocalypse	Villain	3	Vampire Boogie Man	4	13	13	16	10	10	13
	67,12	5,126	Apocalypse	Void	3	World Eater	3	14	17	19	6	9	11
	67,121	5,127	Apocalypse	War	3	Apocalypse Doctrine	4	12	12	15	9	9	12
	67,122	5,128	Apocalypse	Water	3	The Mariner	3	10	13	15	6	9	11
	67,123	5,129	Apocalypse	Water Serpent	3	Doomsday Omen	3	13	16	18	7	10	12
	67,124	5,13	Apocalypse	Wealth	3	The Kneeling	3	9	12	14	10	13	15
	67,125	5,131	Apocalypse	Weapon	3	WMD	4	14	14	17	8	8	11
	67,126	5,132	Apocalypse	Werewolf	3	The Lone Wolf	4	14	14	17	10	10	13
	67,127	5,133	Apocalypse	Jungle	3	Ape Lost City	3	4	7	9	11	14	16
	67,128	5,134	Apocalypse	Wind	3	Wind Princess	4	5	5	8	18	18	21
	67,129	5,135	Apocalypse	Wings	3	Colossal Demon	4	17	17	20	6	6	9
	67,13	5,136	Apocalypse	Wintertide	3	Ice Age	4	13	13	16	10	10	13
	67,131	5,137	Apocalypse	Wizard	3	Alien Sorceress	3	16	19	21	4	7	9
	67,132	5,139	Apocalypse	Wolf	3	The Lone Wolf	4	14	14	17	10	10	13
	75,006	6,007	Arachnid	Arcade	3	Spider Mine	4	16	16	19	5	5	8
	75,007	6,008	Arachnid	Ash	3	Horseshoe Fossil	3	5	8	10	11	14	16
	75,008	6,009	Arachnid	Atomic Aftermath	3	Scorpion Lord	4	13	13	16	12	12	15
	75,009	6,01	Arachnid	Bat	3	Spooky Decorations	3	8	11	13	7	10	12
	75,01	6,011	Arachnid	Bear	3	Flea	4	13	13	16	11	11	14
	75,011	6,012	Arachnid	Beauty	3	Arachnid Dudette	4	20	20	23	4	4	7
	75,012	6,013	Arachnid	Bird	3	Puffin' Leopold	4	18	18	21	6	6	9
	75,013	6,014	Arachnid	Blob	3	Evil Symbiote	3	9	12	14	9	12	14
	75,014	6,015	Arachnid	Blood	3	Spooky Decorations	3	8	11	13	7	10	12
	75,015	6,016	Arachnid	Bone	3	Spooky Decorations	3	8	11	13	7	10	12
	75,016	6,017	Arachnid	Camouflage	3	Arachnid Kid	4	18	18	21	8	8	11
	75,017	6,019	Arachnid	Cartoon	3	Muffet Missy	3	10	13	15	7	10	12
	75,018	6,021	Arachnid	Celebration	3	Puffin' Leopold	4	18	18	21	6	6	9
	75,019	6,023	Arachnid	Cursed	3	Skittering Forest	3	12	15	17	7	10	12
	75,02	6,024	Arachnid	Darkness	3	Skittering Forest	3	12	15	17	7	10	12
	75,021	6,025	Arachnid	Death	3	Horseshoe Fossil	3	5	8	10	11	14	16
	75,022	6,026	Arachnid	Demon	3	Arachne	4	16	16	19	6	6	9
	75,023	6,027	Arachnid	Desert	3	Trickster Anansi	3	15	18	20	5	8	10
	75,024	6,028	Arachnid	Destruction	3	AM5 Spyder	4	17	17	20	6	6	9
	75,025	6,029	Arachnid	Dog	3	Wolf Spider Monkey	3	12	15	17	6	9	11
	75,026	6,03	Arachnid	Dragon	3	Trickster Anansi	3	15	18	20	5	8	10
	75,027	6,031	Arachnid	Earth	3	Rune Scorpion	4	2	2	5	20	20	23
